Unnamed: 0,token,lemma_fll,lemma@POS,status,lemma,POS,tokenURI,sent_id,NER,RE_artikel,nested_RE_artikel
2250,penitus,212680,penitus@ADV,lta-unique-wf,penitus,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002251,63,,,
2251,ignorantes,5659766,ignoro@V,lta-multiple-wfs-unique-lemma,ignoro,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002252,63,,,
2252,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002253,63,,,
2253,7,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002254,64,,,
2254,Hactenus,181816,hactenus@ADV,lta-unique-wf,hactenus,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002255,64,,,
2255,de,109547,de@AP,lta-unique-wf,de,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002256,64,,,
2256,natione,241457455,natio@NN,lta-unique-wf,natio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002257,64,,,
2257,perniciosa,2809219,pernitiosus@ADJ,lta-multiple-wfs-unique-lemma,pernitiosus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002258,64,,,
2258,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002259,64,,,
2259,Nunc,241322948,nunc@ADV,lta-unique-wf,nunc,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002260,65,,,
2260,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002261,65,,,
2261,textum,561483271,textus@NN,lta-unique-wf,textus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002262,65,,,
2262,propositum,241469956,propositum@NN,lta-multiple-wfs-unique-lemma,propositum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002263,65,,,
2263,revertamur,7240692,reverto@V,lta-unique-wf,reverto,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002264,65,,,
2264,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002265,65,,,
2265,Magnentianorum,,,lta-not-yet-linked,,,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002266,66,B-GRP,,
2266,supplicia,243477342,supplicium@NN,lta-multiple-wfs-unique-lemma,supplicium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002267,66,,,
2267,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002268,66,,,
2268,[,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002269,67,,,
2269,5,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002270,67,,,
2270,],PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002271,67,,,
2271,1,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002272,67,,,
2272,Dum,241305241,dum@ADV,lta-unique-wf,dum,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002273,67,,,
2273,haec,244509712,hic@PRO,lta-multiple-wfs-unique-lemma,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002274,67,,,
2274,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002275,67,,,
2275,oriente,6502147,orior@V,lta-multiple-wfs-unique-lemma,orior,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002276,67,,,
2276,aguntur,3561012,ago@V,lta-unique-wf,ago,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002277,67,,,
2277,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002278,67,,,
2278,Arelate,302126,Arelate@NE,lta-multiple-wfs-unique-lemma,Arelate,NE,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002279,67,B-LOC,,
2279,hiemem,496415892,hiems@NN,lta-unique-wf,hiems,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002280,67,,,
2280,agens,241652384,agens@ADJ,lta-multiple-wfs-unique-lemma,agens,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002281,67,,,
2281,Constantius,608772,Constantius@NP,lta-multiple-wfs-unique-lemma,Constantius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002282,67,B-PERS,RE-Constantius_4,
2282,post,218254,post@ADV,lta-unique-wf,post,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002283,67,,,
2283,theatralis,3189296,theatralis@ADJ,lta-multiple-wfs-unique-lemma,theatralis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002284,67,,,
2284,ludos,1147369,ludus@NN,lta-multiple-wfs-unique-lemma,ludus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002285,67,,,
2285,atque,109774,atque@CON,lta-unique-wf,atque,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002286,67,,,
2286,circenses,854473,circenses@NN,lta-multiple-wfs-unique-lemma,circenses,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002287,67,,,
2287,ambitioso,1601272,ambitiosus@ADJ,lta-multiple-wfs-unique-lemma,ambitiosus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002288,67,,,
2288,editos,241429091,editus@NN,lta-multiple-wfs-unique-lemma,editus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002289,67,,,
2289,apparatu,243254861,apparatus@NN,lta-unique-wf,apparatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002290,67,,,
2290,diem,594734978,dies@NN,lta-multiple-wfs-unique-lemma,dies,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002291,67,,,
2291,sextum,259047,sextus@ORD,lta-multiple-wfs-unique-lemma,sextus,ORD,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002292,67,,,
2292,idus,498533111,idus@NN,lta-multiple-wfs-unique-lemma,idus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002293,67,,,
2293,Octobres,1487206,October@ADJ,lta-multiple-wfs-unique-lemma,October,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002294,67,,,
2294,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002295,67,,,
2295,qui,597967091,qui@ADV,lta-unique-wf,qui,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002296,67,,,
2296,imperii,297487339,imperium@NN,lta-multiple-wfs-unique-lemma,imperium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002297,67,,,
2297,eius,244510026,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002298,67,,,
2298,annum,759862,annus@NN,lta-unique-wf,annus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002299,67,,,
2299,tricensimum,242729647,tricesimus@ADJ,lta-multiple-wfs-unique-lemma,tricesimus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002300,67,,,
2300,terminabat,7789762,termino@V,lta-unique-wf,termino,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002301,67,,,
2301,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002302,67,,,
2302,insolentiae,1102473,insolentia@NN,lta-multiple-wfs-unique-lemma,insolentia,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002303,67,,,
2303,pondera,1262543,pondus@NN,lta-multiple-wfs-unique-lemma,pondus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002304,67,,,
2304,gravius,2375093,gravis@ADJ,lta-multiple-wfs-unique-lemma,gravis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002305,67,,,
2305,librans,6145284,libro@V,lta-multiple-wfs-unique-lemma,libro,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002306,67,,,
2306,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002307,67,,,
2307,siquid,241279725,siquidem@CON,lta-unique-wf,siquidem,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002308,67,,,
2308,dubium,243328604,dubium@NN,lta-multiple-wfs-unique-lemma,dubium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002309,67,,,
2309,deferebatur,373563,defero@V,lta-multiple-wfs-unique-lemma,defero,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002310,67,,,
2310,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002311,67,,,
2311,falsum,1026929,falsus@NN,lta-unique-wf,falsus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002312,67,,,
2312,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002313,67,,,
2313,pro,109631,pro@AP,lta-unique-wf,pro,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002314,67,,,
2314,liquido,1142056,liquidum@NN,lta-multiple-wfs-unique-lemma,liquidum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002315,67,,,
2315,accipiens,3384368,accipio@V,lta-multiple-wfs-unique-lemma,accipio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002316,67,,,
2316,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002317,67,,,
2317,conperto,4326994,comperio@V,lta-multiple-wfs-unique-lemma,comperio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002318,67,,,
2318,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002319,67,,,
2319,inter,109589,inter@AP,lta-unique-wf,inter,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002320,67,,,
2320,alia,244509394,alius@PRO,lta-multiple-wfs-unique-lemma,alius,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002321,67,,,
2321,excarnificatum,1010066,excarnificatus@NN,lta-unique-wf,excarnificatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002322,67,,,
2322,Gerontium,637809,Gerontius@NP,lta-multiple-wfs-unique-lemma,Gerontius,NP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002323,67,B-PERS,RE-Gerontius_1,
2323,Magnentianae,,,lta-not-yet-linked,,,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002324,67,B-PERS,RE-Magnentius_1,
2324,comitem,877376,comes@NN,lta-unique-wf,comes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002325,67,,,
2325,partis,242375034,partus@ADJ,lta-multiple-wfs-unique-lemma,partus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002326,67,,,
2326,exulari,242017660,exsularis@ADJ,lta-multiple-wfs-unique-lemma,exsularis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002327,67,,,
2327,maerore,243389502,maeror@NN,lta-unique-wf,maeror,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002328,67,,,
2328,multavit,6282494,multo@V,lta-unique-wf,multo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002329,67,,,
2329,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002330,67,,,
2330,2,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002331,68,,,
2331,Utque,241279734,ut@CON,lta-unique-wf,ut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002332,68,,,
2332,aegrum,1557781,aeger@ADJ,lta-multiple-wfs-unique-lemma,aeger,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002333,68,,,
2333,corpus,241421970,corpus@NN,lta-multiple-wfs-unique-lemma,corpus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002334,68,,,
2334,quassari,7029532,quasso@V,lta-unique-wf,quasso,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002335,68,,,
2335,etiam,109836,etiam@CON,lta-unique-wf,etiam,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002336,68,,,
2336,levibus,2609126,levis@ADJ,lta-multiple-wfs-unique-lemma,levis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002337,68,,,
2337,solet,7393611,solo@V,lta-unique-wf,solo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002338,68,,,
2338,offensis,1209074,offensa@NN,lta-multiple-wfs-unique-lemma,offensa,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002339,68,,,
2339,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002340,68,,,
2340,ita,196520,ita@ADV,lta-unique-wf,ita,ADV,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002341,68,,,
2341,animus,758347,animus@NN,lta-unique-wf,animus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002342,68,,,
2342,eius,244510026,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002343,68,,,
2343,angustus,241671222,angustus@ADJ,lta-multiple-wfs-unique-lemma,angustus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002344,68,,,
2344,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002345,68,,,
2345,tener,242706743,tener@ADJ,lta-multiple-wfs-unique-lemma,tener,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002346,68,,,
2346,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002347,68,,,
2347,quicquid,244511596,quisquis@PRO,lta-multiple-wfs-unique-lemma,quisquis,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002348,68,,,
2348,increpuisset,451554,increpo@V,lta-multiple-wfs-unique-lemma,increpo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002349,68,,,
2349,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002350,68,,,
2350,ad,109455,ad@AP,lta-unique-wf,ad,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002351,68,,,
2351,salutis,1339494,salus@NN,lta-unique-wf,salus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002352,68,,,
2352,suae,245550214,suus@PRO,lta-multiple-wfs-unique-lemma,suus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002353,68,,,
2353,dispendium,241427459,dispendium@NN,lta-multiple-wfs-unique-lemma,dispendium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002354,68,,,
2354,existimans,5368627,existimo@V,lta-multiple-wfs-unique-lemma,existimo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002355,68,,,
2355,factum,1025925,factum@NN,lta-multiple-wfs-unique-lemma,factum,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002356,68,,,
2356,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002357,68,,,
2357,cogitatum,484147992,cogitatus@NN,lta-unique-wf,cogitatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002358,68,,,
2358,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002359,68,,,
2359,insontium,1102594,insontes@NN,lta-multiple-wfs-unique-lemma,insontes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002360,68,,,
2360,caedibus,823036,caedes@NN,lta-multiple-wfs-unique-lemma,caedes,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002361,68,,,
2361,fecit,5475808,facio@V,lta-unique-wf,facio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002362,68,,,
2362,victoriam,1462343,victoria@NN,lta-unique-wf,victoria,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002363,68,,,
2363,luctuosam,2625451,luctuosus@ADJ,lta-unique-wf,luctuosus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002364,68,,,
2364,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002365,68,,,
2365,3,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002366,69,,,
2366,Siquis,244511746,siquis@PRO,lta-multiple-wfs-unique-lemma,siquis,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002367,69,,,
2367,enim,109823,enim@CON,lta-unique-wf,enim,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002368,69,,,
2368,militarium,1167959,militarium@NN,lta-multiple-wfs-unique-lemma,militarium,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002369,69,,,
2369,vel,110080,vel@CON,lta-unique-wf,vel,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002370,69,,,
2370,honoratorum,1068972,honoratus@NN,lta-unique-wf,honoratus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002371,69,,,
2371,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002372,69,,,
2372,nobilis,1191106,nobilis@NN,lta-multiple-wfs-unique-lemma,nobilis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002373,69,,,
2373,inter,109589,inter@AP,lta-unique-wf,inter,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002374,69,,,
2374,suos,245550201,suus@PRO,lta-unique-wf,suus,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002375,69,,,
2375,rumore,243452785,rumor@NN,lta-unique-wf,rumor,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002376,69,,,
2376,tenus,243481370,tenus@NN,lta-multiple-wfs-unique-lemma,tenus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002377,69,,,
2377,esset,244519811,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002378,69,,,
2378,insimulatus,1102120,insimulatus@NN,lta-unique-wf,insimulatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002379,69,,,
2379,fovisse,5544384,foveo@V,lta-unique-wf,foveo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002380,69,,,
2380,partes,1227232,pars@NN,lta-multiple-wfs-unique-lemma,pars,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002381,69,,,
2381,hostiles,1070128,hostilis@NN,lta-multiple-wfs-unique-lemma,hostilis,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002382,69,,,
2382,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002383,69,,,
2383,iniecto,242162405,iniectus@ADJ,lta-multiple-wfs-unique-lemma,iniectus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002384,69,,,
2384,onere,243410131,onus@NN,lta-unique-wf,onus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002385,69,,,
2385,catenarum,838359,catena@NN,lta-unique-wf,catena,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002386,69,,,
2386,in,109579,in@AP,lta-unique-wf,in,AP,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002387,69,,,
2387,modum,1171879,modus@NN,lta-unique-wf,modus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002388,69,,,
2388,beluae,809837,belua@NN,lta-multiple-wfs-unique-lemma,belua,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002389,69,,,
2389,trahebatur,7817204,traho@V,lta-unique-wf,traho,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002390,69,,,
2390,et,109830,et@CON,lta-unique-wf,et,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002391,69,,,
2391,inimico,1098297,inimicus@NN,lta-multiple-wfs-unique-lemma,inimicus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002392,69,,,
2392,urgente,7920693,urgeo@V,lta-multiple-wfs-unique-lemma,urgeo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002393,69,,,
2393,vel,110080,vel@CON,lta-unique-wf,vel,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002394,69,,,
2394,nullo,1194962,nullus@NN,lta-multiple-wfs-unique-lemma,nullus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002395,69,,,
2395,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002396,69,,,
2396,quasi,109960,quasi@CON,lta-unique-wf,quasi,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002397,69,,,
2397,sufficiente,7595507,sufficio@V,lta-multiple-wfs-unique-lemma,sufficio,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002398,69,,,
2398,hoc,244509722,hic@PRO,lta-multiple-wfs-unique-lemma,hic,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002399,69,,,
2399,solo,3064436,solus@ADJ,lta-multiple-wfs-unique-lemma,solus,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002400,69,,,
2400,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002401,69,,,
2401,quod,109988,quod@CON,lta-unique-wf,quod,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002402,69,,,
2402,nominatus,241458388,nominatus@NN,lta-multiple-wfs-unique-lemma,nominatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002403,69,,,
2403,esset,244519811,sum@V,lta-unique-wf,sum,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002404,69,,,
2404,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002405,69,,,
2405,delatus,945406,delatus@NN,lta-unique-wf,delatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002406,69,,,
2406,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002407,69,,,
2407,postulatus,1265734,postulatus@NN,lta-multiple-wfs-unique-lemma,postulatus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002408,69,,,
2408,",",PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002409,69,,,
2409,capite,505254981,caput@NN,lta-unique-wf,caput,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002410,69,,,
2410,vel,110080,vel@CON,lta-unique-wf,vel,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002411,69,,,
2411,multatione,243397986,multatio@NN,lta-unique-wf,multatio,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002412,69,,,
2412,bonorum,814819,bonus@NN,lta-unique-wf,bonus,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002413,69,,,
2413,aut,109790,aut@CON,lta-unique-wf,aut,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002414,69,,,
2414,insulari,242177822,insularis@ADJ,lta-multiple-wfs-unique-lemma,insularis,ADJ,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002415,69,,,
2415,solitudine,243462992,solitudo@NN,lta-unique-wf,solitudo,NN,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002416,69,,,
2416,damnabatur,4684198,damno@V,lta-unique-wf,damno,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002417,69,,,
2417,.,PUNC,PUNC@PUNC,PUNC,PUNC,PUNC,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002418,69,,,
2418,4,241346596,NUMERAL@NUM,lta-unique-wf,NUMERAL,NUM,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002419,70,,,
2419,Accedebant,3376595,accedo@V,lta-unique-wf,accedo,V,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002420,70,,,
2420,enim,109823,enim@CON,lta-unique-wf,enim,CON,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002421,70,,,
2421,eius,244510026,is@PRO,lta-multiple-wfs-unique-lemma,is,PRO,tokenURI=24819722_ammianus_marcellinus_res_gestae_t_00002422,70,,,
